trade_id,strike,entry_time,exit_time,trade_type,entry_poly_prob,exit_poly_prob,divergence_at_entry,divergence_at_exit,units,investment_amount,pnl,exit_reason,capital_after_trade,capital_at_trade_entry_snapshot,market,in_cooldown,cooldown_reason
1,80000.0,2025-05-01 00:00:00+00:00,2025-05-01 01:00:00+00:00,YES,0.175,0.17,-0.0335311885486888,-0.0314383190408561,878.197795322802,153.68461418149033,-13.480336158204977,stop_loss,9986.519663841795,10000.0,BTC_may,False,
2,80000.0,2025-05-01 01:00:00+00:00,2025-05-01 02:00:00+00:00,YES,0.17,0.2,-0.0314383190408561,0.0051788095843725,846.4591432098175,143.89805434566898,15.998077806665549,take_profit,10002.51774164846,9986.519663841795,BTC_may,False,
3,85000.0,2025-05-01 02:00:00+00:00,2025-05-01 03:00:00+00:00,NO,0.42,0.405,0.0461670848934393,0.027666870006856,364.9179556749274,211.65241429145792,-7.389588602417291,convergence,9995.128153046044,10002.51774164846,BTC_may,False,
4,105000.0,2025-05-01 03:00:00+00:00,2025-05-01 04:00:00+00:00,YES,0.35,0.355,-0.0450332941232591,-0.0434450154677069,589.4344053659154,206.30204187807038,-9.519365646659537,convergence,9985.608787399384,9995.128153046044,BTC_may,False,
5,90000.0,2025-05-01 04:00:00+00:00,2025-05-01 05:00:00+00:00,NO,0.695,0.685,0.0421031780521107,0.0553493468782559,631.7875016503513,192.69518800335717,-5.433372514193081,convergence,9980.17541488519,9985.608787399384,BTC_may,False,
6,85000.0,2025-05-01 05:00:00+00:00,2025-05-01 06:00:00+00:00,NO,0.405,0.375,0.0515485607940919,0.0103611564831165,396.2955511350852,235.79585292537567,-2.615550637491566,take_profit,9977.5598642477,9980.17541488519,BTC_may,False,
7,100000.0,2025-05-01 06:00:00+00:00,2025-05-01 07:00:00+00:00,NO,0.695,0.675,0.0435196935036417,0.0148957916532235,652.5169152007192,199.01765913621938,0.7177686067207105,take_profit,9978.27763285442,9977.5598642477,BTC_may,False,
8,85000.0,2025-05-01 07:00:00+00:00,2025-05-01 08:00:00+00:00,NO,0.405,0.385,0.0468105034218839,0.0352579004622254,359.8018341771452,214.0820913354014,-5.864769897087456,convergence,9972.412862957333,9978.27763285442,BTC_may,False,Cooldown started after 5 consecutive losses
9,105000.0,2025-05-01 08:00:00+00:00,2025-05-01 09:00:00+00:00,YES,0.385,0.395,-0.0291531819530537,-0.0342456462093669,346.10424607710513,133.25013473968548,-4.637796897433191,convergence,9967.7750660599,9972.412862957333,BTC_may,True,Cooldown until 2025-07-01 05:00:00+00:00
10,85000.0,2025-05-01 09:00:00+00:00,2025-05-01 10:00:00+00:00,NO,0.4,0.38,0.0574244939261318,0.0513315797449864,437.24575181375366,262.34745108825217,-7.258279480108342,convergence,9960.51678657979,9967.7750660599,BTC_may,True,Cooldown until 2025-07-01 05:00:00+00:00
